createDt,deathCnt,defCnt,gubunEn,incDec,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
2021-05-25,58,2187,Jeollabuk-do,5,5,0,120.34,9335,2021??05??25??00??2021-09-16 10:11:33.897,
2021-05-25,13,1409,Jeollanam-do,7,7,0,75.56,9334,2021??05??25??00??2021-09-16 10:11:33.897,
2021-05-25,84,4617,Gyeongsangbuk-do,12,11,1,173.41,9333,2021??05??25??00??2021-09-16 10:11:33.897,
2021-05-25,19,4594,Gyeongsangnam-do,14,13,1,136.67,9332,2021??05??25??00??2021-09-16 10:11:33.897,
2021-05-25,1,963,Jeju,17,17,0,143.57,9331,2021??05??25??00??2021-09-16 10:11:33.897,
2021-05-25,4,3787,22,0,22,0,9330,2021??05??25??00??2021-09-16 10:11:33.897,,
2021-05-24,1934,136457,Total,530,505,25,263.19,9329,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,480,42599,Seoul,139,136,3,437.65,9328,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,124,5555,15,14,1,162.82,9327,2021??05??24??00??2021-09-16 10:11:33.897,,
2021-05-24,221,9733,48,48,0,399.47,9326,2021??05??24??00??2021-09-16 10:11:33.897,,
2021-05-24,61,6064,Incheon,18,18,0,205.13,9325,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,22,2709,Gwangju,16,15,1,185.97,9324,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,24,1981,11,11,0,134.38,9323,2021??05??24??00??2021-09-16 10:11:33.897,,
2021-05-24,40,2520,Ulsan,12,12,0,219.7,9322,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,1,431,Sejong,14,14,0,125.9,9321,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,628,38008,Gyeonggi-do,122,120,2,286.84,9320,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,51,3078,Gangwon-do,20,18,2,199.8,9319,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,68,2863,Chungcheongbuk-do,7,7,0,179.01,9318,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,37,3436,Chungcheongnam-do,31,28,3,161.89,9317,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,58,2182,Jeollabuk-do,4,4,0,120.07,9316,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,12,1402,Jeollanam-do,14,12,2,75.19,9315,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,83,4605,Gyeongsangbuk-do,12,12,0,172.96,9314,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,19,4580,Gyeongsangnam-do,17,17,0,136.26,9313,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,1,946,Jeju,19,19,0,141.04,9312,2021??05??24??00??2021-09-16 10:11:33.897,
2021-05-24,4,3765,11,0,11,0,9311,2021??05??24??00??2021-09-16 10:11:33.897,,
2021-05-23,1931,135927,Total,585,570,15,262.17,9310,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,480,42460,Seoul,181,180,1,436.23,9309,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,124,5540,15,14,1,162.38,9308,2021??05??23??00??2021-09-16 10:11:33.897,,
2021-05-23,221,9685,57,57,0,397.5,9307,2021??05??23??00??2021-09-16 10:11:33.897,,
2021-05-23,61,6046,Incheon,12,12,0,204.52,9306,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,22,2693,Gwangju,9,9,0,184.87,9305,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,24,1970,12,12,0,133.64,9304,2021??05??23??00??2021-09-16 10:11:33.897,,
2021-05-23,40,2508,Ulsan,24,23,1,218.65,9303,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,1,417,Sejong,1,1,0,121.81,9302,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,627,37886,Gyeonggi-do,151,150,1,285.92,9301,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,50,3058,Gangwon-do,19,18,1,198.5,9300,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,68,2856,Chungcheongbuk-do,9,9,0,178.57,9299,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,37,3405,Chungcheongnam-do,24,24,0,160.43,9298,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,58,2178,Jeollabuk-do,14,14,0,119.85,9297,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,12,1388,Jeollanam-do,10,10,0,74.44,9296,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,82,4593,Gyeongsangbuk-do,12,12,0,172.51,9295,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,19,4563,Gyeongsangnam-do,17,17,0,135.75,9294,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,1,927,Jeju,8,8,0,138.2,9293,2021??05??23??00??2021-09-16 10:11:33.897,
2021-05-23,4,3754,10,0,10,0,9292,2021??05??23??00??2021-09-16 10:11:33.897,,
2021-05-22,1926,135342,Total,666,633,33,261.04,9291,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,480,42279,Seoul,208,205,3,434.37,9290,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,123,5525,28,27,1,161.94,9289,2021??05??22??00??2021-09-16 10:11:33.897,,
2021-05-22,221,9628,56,55,1,395.16,9288,2021??05??22??00??2021-09-16 10:11:33.897,,
2021-05-22,61,6034,Incheon,15,13,2,204.12,9287,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,22,2684,Gwangju,15,15,0,184.25,9286,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,23,1958,5,5,0,132.82,9285,2021??05??22??00??2021-09-16 10:11:33.897,,
2021-05-22,39,2484,Ulsan,29,29,0,216.56,9284,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,1,416,Sejong,0,0,0,121.52,9283,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,625,37735,Gyeonggi-do,165,163,2,284.78,9282,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,50,3039,Gangwon-do,29,29,0,197.27,9281,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,68,2847,Chungcheongbuk-do,6,4,2,178.01,9280,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,37,3381,Chungcheongnam-do,17,17,0,159.3,9279,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,58,2164,Jeollabuk-do,12,12,0,119.08,9278,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,12,1378,Jeollanam-do,16,16,0,73.9,9277,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,82,4581,Gyeongsangbuk-do,16,15,1,172.06,9276,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,19,4546,Gyeongsangnam-do,21,21,0,135.24,9275,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,1,919,Jeju,7,7,0,137.01,9274,2021??05??22??00??2021-09-16 10:11:33.897,
2021-05-22,4,3744,21,0,21,0,9273,2021??05??22??00??2021-09-16 10:11:33.897,,
2021-05-21,1922,134676,Total,561,542,19,259.75,9272,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,479,42071,Seoul,172,171,1,432.23,9271,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,123,5497,15,13,2,161.12,9270,2021??05??21??00??2021-09-16 10:11:33.897,,
2021-05-21,221,9572,19,18,1,392.86,9269,2021??05??21??00??2021-09-16 10:11:33.897,,
2021-05-21,60,6019,Incheon,12,12,0,203.61,9268,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,22,2669,Gwangju,13,13,0,183.22,9267,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,22,1953,15,15,0,132.48,9266,2021??05??21??00??2021-09-16 10:11:33.897,,
2021-05-21,39,2455,Ulsan,13,13,0,214.03,9265,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,1,416,Sejong,1,1,0,121.52,9264,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,624,37570,Gyeonggi-do,164,161,3,283.54,9263,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,50,3010,Gangwon-do,7,7,0,195.39,9262,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,68,2841,Chungcheongbuk-do,12,12,0,177.63,9261,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,37,3364,Chungcheongnam-do,41,40,1,158.5,9260,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,58,2152,Jeollabuk-do,16,15,1,118.42,9259,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,12,1362,Jeollanam-do,17,17,0,73.04,9258,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,82,4565,Gyeongsangbuk-do,11,11,0,171.45,9257,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,19,4525,Gyeongsangnam-do,18,18,0,134.62,9256,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,1,912,Jeju,5,5,0,135.97,9255,2021??05??21??00??2021-09-16 10:11:33.897,
2021-05-21,4,3723,10,0,10,0,9254,2021??05??21??00??2021-09-16 10:11:33.897,,
2021-05-20,1916,134115,Total,646,619,27,258.67,9253,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,475,41899,Seoul,242,238,4,430.46,9252,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,123,5482,17,17,0,160.68,9251,2021??05??20??00??2021-09-16 10:11:33.897,,
2021-05-20,221,9553,9,9,0,392.08,9250,2021??05??20??00??2021-09-16 10:11:33.897,,
2021-05-20,60,6007,Incheon,13,13,0,203.21,9249,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,22,2656,Gwangju,15,15,0,182.33,9248,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,22,1938,8,7,1,131.47,9247,2021??05??20??00??2021-09-16 10:11:33.897,,
2021-05-20,39,2442,Ulsan,25,25,0,212.9,9246,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,1,415,Sejong,9,8,1,121.23,9245,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,623,37406,Gyeonggi-do,187,183,4,282.3,9244,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,50,3003,Gangwon-do,8,8,0,194.93,9243,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,68,2829,Chungcheongbuk-do,13,13,0,176.88,9242,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,37,3323,Chungcheongnam-do,19,19,0,156.56,9241,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,58,2136,Jeollabuk-do,7,7,0,117.54,9240,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,12,1345,Jeollanam-do,7,6,1,72.13,9239,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,81,4554,Gyeongsangbuk-do,33,33,0,171.04,9238,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,19,4507,Gyeongsangnam-do,12,12,0,134.08,9237,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,1,907,Jeju,6,6,0,135.22,9236,2021??05??20??00??2021-09-16 10:11:33.897,
2021-05-20,4,3713,16,0,16,0,9235,2021??05??20??00??2021-09-16 10:11:33.897,,
2021-05-19,1912,133469,Total,654,637,17,257.43,9234,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,474,41657,Seoul,249,245,4,427.98,9233,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,123,5465,27,27,0,160.18,9232,2021??05??19??00??2021-09-16 10:11:33.897,,
2021-05-19,221,9544,23,23,0,391.71,9231,2021??05??19??00??2021-09-16 10:11:33.897,,
2021-05-19,60,5994,Incheon,23,23,0,202.77,9230,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,22,2641,Gwangju,4,4,0,181.3,9229,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,21,1930,10,10,0,130.92,9228,2021??05??19??00??2021-09-16 10:11:33.897,,
2021-05-19,39,2417,Ulsan,27,27,0,210.72,9227,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,1,406,Sejong,3,3,0,118.6,9226,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,621,37219,Gyeonggi-do,164,159,5,280.89,9225,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,50,2995,Gangwon-do,16,16,0,194.41,9224,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,68,2816,Chungcheongbuk-do,21,21,0,176.07,9223,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,37,3304,Chungcheongnam-do,17,16,1,155.67,9222,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,58,2129,Jeollabuk-do,9,9,0,117.15,9221,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,12,1338,Jeollanam-do,10,10,0,71.75,9220,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,81,4521,Gyeongsangbuk-do,24,24,0,169.8,9219,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,19,4495,Gyeongsangnam-do,16,16,0,133.73,9218,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,1,901,Jeju,4,4,0,134.33,9217,2021??05??19??00??2021-09-16 10:11:33.897,
2021-05-19,4,3697,7,0,7,0,9216,2021??05??19??00??2021-09-16 10:11:33.897,,
2021-05-18,1904,132815,Total,528,506,22,256.16,9215,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,472,41408,Seoul,172,169,3,425.42,9214,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,122,5438,13,13,0,159.39,9213,2021??05??18??00??2021-09-16 10:11:33.897,,
2021-05-18,221,9521,23,23,0,390.77,9212,2021??05??18??00??2021-09-16 10:11:33.897,,
2021-05-18,60,5971,Incheon,16,16,0,201.99,9211,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,22,2637,Gwangju,11,11,0,181.03,9210,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,21,1920,12,12,0,130.24,9209,2021??05??18??00??2021-09-16 10:11:33.897,,
2021-05-18,39,2390,Ulsan,6,6,0,208.36,9208,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,1,403,Sejong,4,4,0,117.72,9207,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,617,37055,Gyeonggi-do,137,134,3,279.65,9206,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,50,2979,Gangwon-do,25,25,0,193.37,9205,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,68,2795,Chungcheongbuk-do,13,13,0,174.75,9204,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,36,3287,Chungcheongnam-do,15,15,0,154.87,9203,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,58,2120,Jeollabuk-do,7,7,0,116.66,9202,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,12,1328,Jeollanam-do,12,12,0,71.22,9201,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,81,4497,Gyeongsangbuk-do,23,21,2,168.9,9200,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,19,4479,Gyeongsangnam-do,16,15,1,133.25,9199,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,1,897,Jeju,11,10,1,133.73,9198,2021??05??18??00??2021-09-16 10:11:33.897,
2021-05-18,4,3690,12,0,12,0,9197,2021??05??18??00??2021-09-16 10:11:33.897,,
2021-05-17,1903,132287,Total,619,597,22,255.15,9196,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,472,41236,Seoul,195,192,3,423.65,9195,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,122,5425,12,12,0,159.01,9194,2021??05??17??00??2021-09-16 10:11:33.897,,
2021-05-17,221,9498,19,19,0,389.82,9193,2021??05??17??00??2021-09-16 10:11:33.897,,
2021-05-17,60,5955,Incheon,14,12,2,201.45,9192,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,22,2626,Gwangju,27,27,0,180.27,9191,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,21,1908,2,2,0,129.43,9190,2021??05??17??00??2021-09-16 10:11:33.897,,
2021-05-17,39,2384,Ulsan,16,16,0,207.84,9189,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,1,399,Sejong,0,0,0,116.55,9188,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,617,36918,Gyeonggi-do,150,148,2,278.62,9187,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,50,2954,Gangwon-do,35,35,0,191.75,9186,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,68,2782,Chungcheongbuk-do,23,22,1,173.94,9185,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,36,3272,Chungcheongnam-do,16,14,2,154.16,9184,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,58,2113,Jeollabuk-do,9,9,0,116.27,9183,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,12,1316,Jeollanam-do,20,17,3,70.57,9182,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,80,4474,Gyeongsangbuk-do,27,27,0,168.04,9181,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,19,4463,Gyeongsangnam-do,30,30,0,132.77,9180,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,1,886,Jeju,15,15,0,132.09,9179,2021??05??17??00??2021-09-16 10:11:33.897,
2021-05-17,4,3678,9,0,9,0,9178,2021??05??17??00??2021-09-16 10:11:33.897,,
2021-05-16,1900,131668,Total,610,572,38,253.95,9177,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,471,41041,Seoul,213,208,5,421.65,9176,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,122,5413,31,30,1,158.65,9175,2021??05??16??00??2021-09-16 10:11:33.897,,
2021-05-16,221,9479,6,6,0,389.04,9174,2021??05??16??00??2021-09-16 10:11:33.897,,
2021-05-16,60,5941,Incheon,15,15,0,200.97,9173,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,22,2599,Gwangju,14,14,0,178.42,9172,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,20,1906,4,4,0,129.29,9171,2021??05??16??00??2021-09-16 10:11:33.897,,
2021-05-16,39,2368,Ulsan,11,11,0,206.44,9170,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,1,399,Sejong,0,0,0,116.55,9169,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,617,36768,Gyeonggi-do,161,156,5,277.49,9168,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,50,2919,Gangwon-do,5,5,0,189.48,9167,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,68,2759,Chungcheongbuk-do,20,19,1,172.5,9166,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,36,3256,Chungcheongnam-do,18,14,4,153.41,9165,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,58,2104,Jeollabuk-do,14,13,1,115.78,9164,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,12,1296,Jeollanam-do,13,13,0,69.5,9163,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,79,4447,Gyeongsangbuk-do,11,11,0,167.02,9162,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,19,4433,Gyeongsangnam-do,45,44,1,131.88,9161,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,1,871,Jeju,9,9,0,129.85,9160,2021??05??16??00??2021-09-16 10:11:33.897,
2021-05-16,4,3669,20,0,20,0,9159,2021??05??16??00??2021-09-16 10:11:33.897,,
2021-05-15,1896,131058,Total,681,661,20,252.78,9158,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,468,40828,Seoul,254,253,1,419.46,9157,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,122,5382,42,41,1,157.75,9156,2021??05??15??00??2021-09-16 10:11:33.897,,
2021-05-15,221,9473,5,4,1,388.8,9155,2021??05??15??00??2021-09-16 10:11:33.897,,
2021-05-15,60,5926,Incheon,16,16,0,200.47,9154,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,22,2585,Gwangju,11,10,1,177.46,9153,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,20,1902,10,10,0,129.02,9152,2021??05??15??00??2021-09-16 10:11:33.897,,
2021-05-15,39,2357,Ulsan,22,22,0,205.49,9151,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,1,399,Sejong,3,3,0,116.55,9150,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,616,36607,Gyeonggi-do,170,168,2,276.27,9149,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,50,2914,Gangwon-do,12,12,0,189.15,9148,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,68,2739,Chungcheongbuk-do,5,5,0,171.25,9147,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,36,3238,Chungcheongnam-do,12,10,2,152.56,9146,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,58,2090,Jeollabuk-do,11,10,1,115.01,9145,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,12,1283,Jeollanam-do,26,26,0,68.8,9144,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,79,4436,Gyeongsangbuk-do,19,19,0,166.61,9143,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,19,4388,Gyeongsangnam-do,40,38,2,130.54,9142,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,1,862,Jeju,14,14,0,128.51,9141,2021??05??15??00??2021-09-16 10:11:33.897,
2021-05-15,4,3649,9,0,9,0,9140,2021??05??15??00??2021-09-16 10:11:33.897,,
2021-05-14,1893,130377,Total,747,729,18,251.46,9139,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,468,40574,Seoul,231,229,2,416.85,9138,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,122,5340,24,24,0,156.51,9137,2021??05??14??00??2021-09-16 10:11:33.897,,
2021-05-14,221,9468,9,9,0,388.59,9136,2021??05??14??00??2021-09-16 10:11:33.897,,
2021-05-14,60,5910,Incheon,34,34,0,199.92,9135,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,22,2574,Gwangju,11,10,1,176.7,9134,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,20,1892,31,31,0,128.34,9133,2021??05??14??00??2021-09-16 10:11:33.897,,
2021-05-14,38,2335,Ulsan,26,26,0,203.57,9132,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,1,396,Sejong,7,7,0,115.68,9131,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,615,36437,Gyeonggi-do,173,172,1,274.99,9130,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,50,2902,Gangwon-do,25,25,0,188.38,9129,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,67,2734,Chungcheongbuk-do,4,4,0,170.94,9128,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,36,3226,Chungcheongnam-do,22,22,0,151.99,9127,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,58,2079,Jeollabuk-do,14,14,0,114.4,9126,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,12,1257,Jeollanam-do,50,50,0,67.41,9125,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,79,4417,Gyeongsangbuk-do,35,34,1,165.9,9124,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,19,4348,Gyeongsangnam-do,32,28,4,129.35,9123,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,1,848,Jeju,10,10,0,126.43,9122,2021??05??14??00??2021-09-16 10:11:33.897,
2021-05-14,4,3640,9,0,9,0,9121,2021??05??14??00??2021-09-16 10:11:33.897,,
2021-05-13,1891,129630,Total,715,692,23,250.02,9120,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,468,40343,Seoul,227,227,0,414.48,9119,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,122,5316,20,20,0,155.81,9118,2021??05??13??00??2021-09-16 10:11:33.897,,
2021-05-13,221,9459,5,5,0,388.22,9117,2021??05??13??00??2021-09-16 10:11:33.897,,
2021-05-13,60,5876,Incheon,17,17,0,198.77,9116,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,22,2563,Gwangju,23,23,0,175.95,9115,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,20,1861,18,18,0,126.24,9114,2021??05??13??00??2021-09-16 10:11:33.897,,
2021-05-13,38,2309,Ulsan,31,31,0,201.3,9113,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,1,389,Sejong,2,2,0,113.63,9112,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,614,36264,Gyeonggi-do,226,222,4,273.68,9111,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,50,2877,Gangwon-do,17,15,2,186.75,9110,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,66,2730,Chungcheongbuk-do,10,10,0,170.69,9109,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,36,3204,Chungcheongnam-do,19,19,0,150.96,9108,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,58,2065,Jeollabuk-do,10,10,0,113.63,9107,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,12,1207,Jeollanam-do,12,12,0,64.73,9106,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,79,4382,Gyeongsangbuk-do,23,22,1,164.58,9105,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,19,4316,Gyeongsangnam-do,32,30,2,128.4,9104,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,1,838,Jeju,9,9,0,124.93,9103,2021??05??13??00??2021-09-16 10:11:33.897,
2021-05-13,4,3631,14,0,14,0,9102,2021??05??13??00??2021-09-16 10:11:33.897,,
2021-05-12,1884,128915,Total,634,612,22,248.64,9101,2021??05??12??00??2021-09-16 10:11:33.897,
2021-05-12,466,40116,Seoul,222,219,3,412.14,9100,2021??05??12??00??2021-09-16 10:11:33.897,
2021-05-12,122,5296,10,10,0,155.23,9099,2021??05??12??00??2021-09-16 10:11:33.897,,
2021-05-12,221,9454,6,5,1,388.02,9098,2021??05??12??00??2021-09-16 10:11:33.897,,
2021-05-12,60,5859,Incheon,20,20,0,198.2,9097,2021??05??12??00??2021-09-16 10:11:33.897,
2021-05-12,22,2540,Gwangju,22,22,0,174.37,9096,2021??05??12??00??2021-09-16 10:11:33.897,
2021-05-12,20,1843,8,8,0,125.02,9095,2021??05??12??00??2021-09-16 10:11:33.897,,
2021-05-12,38,2278,Ulsan,31,31,0,198.6,9094,2021??05??12??00??2021-09-16 10:11:33.897,
2021-05-12,1,387,Sejong,1,1,0,113.05,9093,2021??05??12??00??2021-09-16 10:11:33.897,
2021-05-12,611,36038,Gyeonggi-do,187,184,3,271.98,9092,2021??05??12??00??2021-09-16 10:11:33.897,
2021-05-12,50,2860,Gangwon-do,17,16,1,185.65,9091,2021??05??12??00??2021-09-16 10:11:33.897,
2021-05-12,65,2720,Chungcheongbuk-do,12,12,0,170.06,9090,2021??05??12??00??2021-09-16 10:11:33.897,
2021-05-12,36,3185,Chungcheongnam-do,10,10,0,150.06,9089,2021??05??12??00??2021-09-16 10:11:33.897,
